"","2.5%","97.5%","mean","Rhat"
"a[1]",-6.95828552719664,-0.369695784082792,-3.74912743115815,0.999999783679855
"a[2]",-11.0388379464145,11.37734567135,0.44576625861525,1.00004081790426
"a[3]",0.118036395847282,1.96831733891357,1.03678558407471,1.00001151585738
"a[4]",-2.44339601980092,3.74094305488713,0.668164699980789,1.00009698222989
"a[5]",-1.9501102087236,7.48789910574566,2.97903790631297,1.00009372368
"a[6]",-2.07306879111074,3.18582757547604,0.536380131724316,1.00002358493165
"a[7]",-2.01734205496148,4.59389238238516,1.31251617301682,0.999977902778069
"a[8]",-3.64714804850668,3.87584127968472,0.11837449126078,1.00000333367313
"a[9]",-5.00245371776493,14.2855338864527,5.090808281492,1.00005930252936
"a[10]",-3.9268216582967,3.39838388815703,-0.269382974914517,1.00003882985781
"a[11]",-2.04369423979459,1.91319450776783,-0.0659281838848104,0.999992006414667
"a[12]",-3.90128890636836,5.34095817074285,0.733215044507997,0.999988353400031
"a[13]",-7.6005109939556,5.79255660043408,-0.971349995037919,1.00009743952633
"a[14]",-0.189986265193641,2.55673528111388,1.19067308599188,1.00005462811577
"a[15]",-2.42284702676912,4.06114124738988,0.842569884736405,1.00002838946271
"b[1]",0.0155564193610939,0.336070524189044,0.180631116663246,0.999994602221115
"b[2]",-0.618005292094182,0.604452002395509,-0.0229236635065273,1.00004308502212
"b[3]",-0.0912782693652428,0.00253739912001765,-0.0441552577034915,1.00000287321793
"b[4]",-0.193213693415332,0.137431357789467,-0.0291561713629573,1.00009335602707
"b[5]",-0.402212983763539,0.123163286616257,-0.151741174759674,1.00009102187306
"b[6]",-0.152194567762371,0.12095142292303,-0.014476289158122,1.00002121320013
"b[7]",-0.261572087335673,0.109541557524845,-0.0778366974198587,0.999980462859287
"b[8]",-0.171137835862297,0.179948962575282,0.00461983033667312,0.999998852415474
"b[9]",-0.738835547533741,0.245165469325543,-0.27009762712822,1.00005813549338
"b[10]",-0.177585467768676,0.175905343835783,-0.000344712928003484,1.00004006180787
"b[11]",-0.104251496855263,0.115062082382269,0.00553245321250402,0.999993222109767
"b[12]",-0.26407837388578,0.22856180460851,-0.0185143635080247,0.999987916818136
"b[13]",-0.321587485669376,0.454880730929317,0.0701850297524825,1.00011661596378
