"","pop","LD1","LD2","LD3","LD4","LD5","LD6","LD7","LD8","LD9","abbv","col","orig","annual_AI_CGIAR","legend.order"
"131","Walker Ranch",5.88872134812626,-0.483426817511778,0.461743197193283,-0.586440037155703,-1.16841477326477,0.236353584273243,-0.236593331226443,-0.4538936643521,0.362098458235389,"WR","#A6CEE3","#E6CB75",0.4254,"N"
"132","Walker Ranch",9.88046920948203,0.543092751348406,0.560735547906205,-2.04440568374692,-0.254489065698621,-1.19765554889191,1.18003489786071,-1.04139421057696,-0.730883674275358,"WR","#A6CEE3","#E6CB75",0.4254,"N"
"133","Walker Ranch",9.19811153528513,-0.121778127743884,-0.0531262275598564,0.440444161091793,2.19626804959203,0.249590148783019,-0.451679143621939,-0.758967903105442,-0.272690306798919,"WR","#A6CEE3","#E6CB75",0.4254,"N"
"134","Walker Ranch",10.3241176955369,-0.84053347979913,-0.393812079527324,-2.10387076332498,-0.173411963940904,-0.195373986966285,-0.257884306777857,0.589784712870537,0.66796610975185,"WR","#A6CEE3","#E6CB75",0.4254,"N"
"135","Walker Ranch",8.87100409528995,-1.00645079854786,-0.656155526885126,-2.25876199105446,0.279571569013095,-0.896999634092375,-1.84846204709407,0.45620571844331,0.311683941722823,"WR","#A6CEE3","#E6CB75",0.4254,"N"
"136","Walker Ranch",6.47480478494385,-1.04812502804696,-0.0913213127696487,-1.82831913411939,0.568360230819768,0.0850060952994744,-0.679146785726205,0.426196306109511,-0.452520920830056,"WR","#A6CEE3","#E6CB75",0.4254,"N"
"137","Walker Ranch",4.09729734997816,-0.250137015283597,-0.684290969154997,-0.269145413123231,-0.23643392280855,0.393098628353457,0.646219795531488,0.41516674469495,0.341069113508093,"WR","#A6CEE3","#E6CB75",0.4254,"N"
"138","Walker Ranch",7.7136479998399,-1.33157905731971,-0.204956854781232,-0.020987088288184,0.540109660935259,-0.232852283664511,-0.579010303109358,-1.01117063631787,-0.0952723173089766,"WR","#A6CEE3","#E6CB75",0.4254,"N"
"139","Walker Ranch",10.9346272418865,-1.36171187248777,0.441284675529016,-1.63762764966747,0.166594960319692,0.984411925768036,-0.292152315705411,-1.95013463967115,-0.551161911056347,"WR","#A6CEE3","#E6CB75",0.4254,"N"
"140","Walker Ranch",6.97827269244308,-1.07934367743722,-0.723070300864127,-1.24481614803639,0.0913801433903859,-0.13068106730829,0.544614072964174,0.153556725776193,0.92402251631311,"WR","#A6CEE3","#E6CB75",0.4254,"N"
"141","Wonderland",-0.513083767741283,1.34749897162422,-0.352948249751936,1.07063733126237,0.618263127519669,-2.52606674362953,-1.99486269209773,-0.302620177421461,0.698246160565841,"W","#3386AE","#B15928",0.3781,"K"
"142","Wonderland",-0.557774310685688,-0.516175929174194,1.17174143721609,0.78981977531925,2.2979920717283,-1.34303531284701,0.293706392969097,0.66999239624975,0.864419782298028,"W","#3386AE","#B15928",0.3781,"K"
"143","Wonderland",0.376001300503402,-0.360618147276666,-0.388577678093573,1.14647392430145,-0.0430703890709867,-0.997226879749261,-0.353663811950651,2.39594052730502,4.93571580734414,"W","#3386AE","#B15928",0.3781,"K"
"144","Wonderland",-0.211721101827635,0.510633644876265,-1.30148324881023,1.86991372785155,-0.426491636178968,-0.0790883466962625,0.630221854424627,-0.173691127639842,0.138411687115039,"W","#3386AE","#B15928",0.3781,"K"
"145","Wonderland",-1.24606874218733,1.44862841011779,-1.17439954175778,1.43247661700016,1.57676715863286,-1.3655477301037,-0.534315628624337,1.89496422340985,1.23901298699986,"W","#3386AE","#B15928",0.3781,"K"
"146","Wonderland",-0.606991110053368,1.56783951727545,1.3954484564781,2.19351955734061,1.49524613221687,-0.349874116240508,-0.611733414777803,0.661478619339532,0.357805662989119,"W","#3386AE","#B15928",0.3781,"K"
"147","Wonderland",-0.754932963433816,-0.606740278944702,0.914651762565802,0.5251404186801,0.0847403373321858,-0.583852124274951,0.394610801646274,-0.424894430511954,-0.441991178767254,"W","#3386AE","#B15928",0.3781,"K"
"148","Wonderland",0.478178469052133,0.788837596627148,-1.71915445298926,-0.474670474912559,-0.48195642556612,0.96820008242676,0.290136443907837,-0.12457332536923,0.166971282498119,"W","#3386AE","#B15928",0.3781,"K"
"149","Wonderland",0.0417965768181995,-0.0907572251301912,-0.826907815349033,0.644904605433763,-0.310190065871851,0.456911696520836,0.703679800392916,0.353182674974092,0.294595723830825,"W","#3386AE","#B15928",0.3781,"K"
"150","Wonderland",-0.327113482304681,1.71850107501732,-0.545472055232367,1.00310926431348,-0.212905540419878,0.138963174016637,-0.0726862464719391,-0.0894184340521252,-0.0761294279292834,"W","#3386AE","#B15928",0.3781,"K"
"151","Wonderland",0.712063122493561,-0.537321169350337,0.192224333470283,0.95945234217645,0.427473308445073,-0.00319224810301634,-0.0261540140893506,0.241263349000909,0.0502604834216592,"W","#3386AE","#B15928",0.3781,"K"
"152","Wonderland",-0.435209197042479,0.698032487560216,0.98646245679941,-0.656314327685554,0.302202523186336,-0.970664004597602,-0.836405135299891,0.561257658805017,4.17784226015181,"W","#3386AE","#B15928",0.3781,"K"
"153","Wonderland",-0.978115305912742,1.09373484363896,-0.618362705161855,1.66113794826243,0.0843527368708595,-0.768135318525317,0.98648401765874,2.48050764670026,2.15817640697735,"W","#3386AE","#B15928",0.3781,"K"
"154","Wonderland",-1.14193674182845,1.15540887278666,-0.871374284911982,1.10070227188065,0.116690433283758,-0.980767578371468,0.497772017344034,2.31342615343734,2.34130990022588,"W","#3386AE","#B15928",0.3781,"K"
"155","Wonderland",-1.13045803645243,0.892789441000642,0.367985213196135,0.979805388447489,1.31235306875453,-1.66740685747806,0.48582563290382,1.55582703928663,2.04293660111531,"W","#3386AE","#B15928",0.3781,"K"
"156","Wonderland",1.33053065658949,-0.0745483626672552,0.882977276899817,0.957969769550493,0.822842414801048,-0.646106948388092,0.442783066829415,1.79198973008406,3.4682705133476,"W","#3386AE","#B15928",0.3781,"K"
