"","pop","LD1","LD2","LD3","LD4","LD5","LD6","abbv","col","orig","annual_AI_CGIAR","legend.order"
"57","Comanche",-2.51988880291571,1.05705455276463,-0.880097661183684,0.0407340861006883,0.764061964734428,-0.323532858990133,"CO","#E19B78","#8A9D5B",0.2339,"C"
"58","Comanche",-1.15930725201255,1.81089638462497,-3.03966411936791,1.93651371795714,1.10040725092737,1.29132535155219,"CO","#E19B78","#8A9D5B",0.2339,"C"
"59","Comanche",-0.182263070461118,0.917161936629364,-0.7111726002625,0.645885123511689,0.310904805962513,-0.942915036778213,"CO","#E19B78","#8A9D5B",0.2339,"C"
"60","Comanche",-1.76869838201584,2.17640973015024,-4.15638285549203,1.59269852465966,2.75967989575094,-1.07383011172023,"CO","#E19B78","#8A9D5B",0.2339,"C"
"61","Comanche",-2.19363746372408,1.90588331516794,-3.1535517241364,1.15713308551262,1.65031852458396,1.61593424095337,"CO","#E19B78","#8A9D5B",0.2339,"C"
"62","Comanche",-3.3279988173848,1.13326811762501,-2.87606198418989,-0.0790583234495482,1.34452965185388,0.480630921371912,"CO","#E19B78","#8A9D5B",0.2339,"C"
"63","Comanche",-0.930839409532783,1.28251720180695,-1.47899358730293,-1.08267396503943,0.28234019579483,-0.169794669542193,"CO","#E19B78","#8A9D5B",0.2339,"C"
"64","Comanche",-2.43604400640244,1.98593517454322,-4.11582928038148,0.809753255745497,2.9541451719526,0.51943831954861,"CO","#E19B78","#8A9D5B",0.2339,"C"
"65","Comanche",-1.56461155699651,2.3396210596557,-3.99039220215962,2.06437487465844,2.50307375494907,0.450545344633451,"CO","#E19B78","#8A9D5B",0.2339,"C"
"66","Comanche",-1.25051751499674,2.14764571956937,-4.0317367471171,1.68897519706986,2.18808220790061,-1.61241922147908,"CO","#E19B78","#8A9D5B",0.2339,"C"
"67","Konza",-1.44544531579929,0.665176125698833,4.96754124153074,1.65438867864506,2.90765481356299,1.52521485500416,"KNZ","#795199","#FDB35A",0.7597,"Q"
"68","Konza",-3.14863682301414,0.661791468629205,0.911290369533504,0.534675779526376,2.10984369589229,0.56694441194959,"KNZ","#795199","#FDB35A",0.7597,"Q"
"69","Konza",-2.57474853611583,-0.374626643688618,1.05625815764544,0.178835168087683,0.319858212338138,-0.130869407088137,"KNZ","#795199","#FDB35A",0.7597,"Q"
"70","Konza",-4.93558540730409,-0.559502774691737,3.34146421053688,0.00155147906259072,3.1348358826694,-0.393533867935185,"KNZ","#795199","#FDB35A",0.7597,"Q"
"71","Konza",-2.07736763699939,0.199432369781724,0.426336507400085,-0.0542068477756546,0.352914207416708,-0.406407105419254,"KNZ","#795199","#FDB35A",0.7597,"Q"
"72","Konza",-3.83364817904836,-1.45626986373267,3.83232422255988,0.548385810517112,2.17722385280379,2.56845940026403,"KNZ","#795199","#FDB35A",0.7597,"Q"
"73","Konza",-3.07762807236378,0.234030819742785,4.13890718996587,-1.23565551479451,2.02367261351769,1.72851015591244,"KNZ","#795199","#FDB35A",0.7597,"Q"
"74","Konza",-1.87870135254946,0.38603679137226,3.64353470867903,1.90404108910854,2.98469861966714,-0.731487265053794,"KNZ","#795199","#FDB35A",0.7597,"Q"
"75","Konza",-2.7436708018689,-0.133223991619803,4.27420434276938,-0.279691723711466,1.62622904293646,1.92722421290424,"KNZ","#795199","#FDB35A",0.7597,"Q"
"76","Konza",-2.88884486791319,-0.117517458890087,4.33864693097757,0.984740400101204,3.98958646427716,1.21238338929851,"KNZ","#795199","#FDB35A",0.7597,"Q"
"77","Konza",-2.70091663424163,-0.383950549443218,4.11450125470321,0.19018478188681,3.46931651564394,2.67554662038056,"KNZ","#795199","#FDB35A",0.7597,"Q"
"78","Konza",-3.80349303120202,0.149835211699462,0.882340095408017,0.509326104310971,0.376789217347077,-0.283682469098434,"KNZ","#795199","#FDB35A",0.7597,"Q"
"79","Konza",-1.48256957281122,0.413013582608349,1.75495275723512,0.63790337397702,0.622665114337907,-0.691751562842163,"KNZ","#795199","#FDB35A",0.7597,"Q"
"80","Konza",-2.31039335275693,-0.454189048718787,5.66954217658905,0.896095271054994,4.07157150938759,2.48943686554957,"KNZ","#795199","#FDB35A",0.7597,"Q"
"81","Konza",-1.49724769042746,0.0755996889656756,2.04835699240363,-0.637851703863623,0.684031346707296,0.347774059160073,"KNZ","#795199","#FDB35A",0.7597,"Q"
"82","Konza",-1.70985323329065,0.620081915846267,2.03406657067796,1.33675346541827,0.939916937876413,0.163179550060015,"KNZ","#795199","#FDB35A",0.7597,"Q"
"83","Sevilleta",12.869236932042,2.23298424145419,0.347454224791447,0.0619471749100275,0.165299956337481,-0.0700878177347133,"SEV","#E73233","#B294C7",0.1933,"A"
"84","Sevilleta",12.5678970484335,2.89619565118811,0.0333116479637248,0.498341697565839,-0.398958815776906,-0.679611780880401,"SEV","#E73233","#B294C7",0.1933,"A"
"85","Sevilleta",10.5038545313481,0.56261639799767,-0.818181255163089,-1.45305032473258,-0.176988834780864,0.721245497097112,"SEV","#E73233","#B294C7",0.1933,"A"
"86","Sevilleta",13.0335073672941,2.29347312651333,0.649881061974544,-0.201753372831618,-0.199852226307183,0.30599050874184,"SEV","#E73233","#B294C7",0.1933,"A"
"87","Sevilleta",11.9473951455624,1.86409504357147,-0.113392844949944,0.0414424720657485,-0.818008310096721,1.15143564189579,"SEV","#E73233","#B294C7",0.1933,"A"
"88","Sevilleta",13.0335970997284,2.38710627671799,0.628785900584107,0.640529657449389,-0.567175542528713,0.11353341018952,"SEV","#E73233","#B294C7",0.1933,"A"
"89","Sevilleta",12.1766813123679,2.17100662486881,2.07158118063789,0.67032234219112,-1.52806686954887,-0.322116585035863,"SEV","#E73233","#B294C7",0.1933,"A"
"90","Sevilleta",13.0145406824274,2.11897196500202,0.328384479734371,0.030178359189532,0.0686864023279777,0.494621295582216,"SEV","#E73233","#B294C7",0.1933,"A"
"91","Sevilleta",12.1680917681801,1.11288516075945,-0.0218287903776386,-0.595549614273675,-0.0488873548379145,-0.100228222722041,"SEV","#E73233","#B294C7",0.1933,"A"
"92","Sevilleta",12.3116413210648,1.85319061494094,0.141129601394348,0.543035892922943,0.357954782797175,0.124020579501714,"SEV","#E73233","#B294C7",0.1933,"A"
"93","Sevilleta",10.596716367254,1.28938404183472,0.0246591825585128,0.498709352747676,1.88314355832488,1.52536181650581,"SEV","#E73233","#B294C7",0.1933,"A"
"94","Sevilleta",13.8562314636797,2.43286678290091,0.336643329035057,-0.122209883425601,-0.204641580678468,-0.0527383387182851,"SEV","#E73233","#B294C7",0.1933,"A"
"95","Sevilleta",10.6837266307387,2.26510006009555,0.158132037675312,-0.182689305877325,-0.635503877913326,-1.30701114786855,"SEV","#E73233","#B294C7",0.1933,"A"
"96","Sevilleta",12.340659468595,2.55607054941261,0.21021460497195,0.396268397916622,0.904219889212936,-0.00157047637846367,"SEV","#E73233","#B294C7",0.1933,"A"
"97","Sevilleta",12.8769598480746,3.09583008005973,0.889012010266681,0.0195050442832987,-0.674987705057247,-0.836161637338497,"SEV","#E73233","#B294C7",0.1933,"A"
"98","Sevilleta",12.8812216888873,2.27150023214519,0.326492910964872,-0.00349834660413879,-0.156914269214389,0.252535443198535,"SEV","#E73233","#B294C7",0.1933,"A"
"99","Sevilleta",13.4260033015021,1.51428503878893,0.238199886014625,-0.624439092951335,-0.6214928826143,-0.236466006559336,"SEV","#E73233","#B294C7",0.1933,"A"
"100","SGS",-3.85804752643849,1.50988795874429,0.20561310969459,0.363133901253998,-2.84391280769233,-1.22856578897745,"SGS","#FDB35A","#70449D",0.3291,"D"
"101","SGS",-4.10270715304792,0.513825524139725,0.473015021076643,1.7632926725397,-2.06271692475858,-0.907366917986782,"SGS","#FDB35A","#70449D",0.3291,"D"
"102","SGS",-5.52256274847965,1.64949968730668,-0.263351871412006,2.46900163548656,-3.27006758469717,0.377803414183376,"SGS","#FDB35A","#70449D",0.3291,"D"
"103","SGS",-3.99632325696134,1.80525478918818,-0.625119058126604,2.2379670856181,-2.08772477200081,2.43515835931865,"SGS","#FDB35A","#70449D",0.3291,"D"
"104","SGS",-3.81631746590239,1.0224765081885,0.251011372556873,1.6279988291775,-4.07379855966884,2.04030245064366,"SGS","#FDB35A","#70449D",0.3291,"D"
"105","SGS",-4.20900607237674,1.34007569559961,0.231470327322488,0.467395017686833,0.29507617884962,-0.621093968053002,"SGS","#FDB35A","#70449D",0.3291,"D"
"106","SGS",-2.79853848040922,0.927228424608805,0.972210273384224,0.449810475997856,-2.75111827221354,-0.71948556015534,"SGS","#FDB35A","#70449D",0.3291,"D"
"107","SGS",-2.76056210888906,1.6579473090853,-0.08283110395668,1.25273636260905,-1.53018927903857,0.734854310003828,"SGS","#FDB35A","#70449D",0.3291,"D"
"108","SGS",-4.09426460015223,1.17741757843235,-0.613525171164209,2.15454399886938,-3.04908849080819,0.71307538031079,"SGS","#FDB35A","#70449D",0.3291,"D"
"109","SGS",-4.29721689528173,0.839967198781701,0.555933735067488,0.257375950663587,-1.56009364305648,-0.412963015353677,"SGS","#FDB35A","#70449D",0.3291,"D"
"110","SGS",-1.8149179510932,1.09155285022698,0.225625880220065,-0.0381799237790289,-1.80356459719975,1.36530081086279,"SGS","#FDB35A","#70449D",0.3291,"D"
"111","SGS",-2.1060421600516,1.11187309864233,-0.580679082377325,1.6130246789724,-4.09592199003269,0.062593650497165,"SGS","#FDB35A","#70449D",0.3291,"D"
"112","SGS",-2.86537862919433,-0.389862073146536,1.06979239961529,-0.168511861166257,-0.623987735379107,-0.509567491118673,"SGS","#FDB35A","#70449D",0.3291,"D"
"113","SGS",-3.69793988827059,1.62579933471666,-0.192766285305224,-0.295468734745508,-2.3193195712999,1.88714684443969,"SGS","#FDB35A","#70449D",0.3291,"D"
"114","SGS",-2.45827244750021,3.07860447613709,-1.09599419929864,1.57908795137542,-0.564635781427564,0.404851550315009,"SGS","#FDB35A","#70449D",0.3291,"D"
"115","SGS",-2.65749143076115,2.33881197268071,-0.571547328701433,0.877202881714194,-0.458682642199011,-0.384537280834828,"SGS","#FDB35A","#70449D",0.3291,"D"
"116","SGS",-3.94057381008625,2.18231546353098,0.734241724320926,1.57445025090627,-3.6072655995746,-0.0873308496934529,"SGS","#FDB35A","#70449D",0.3291,"D"
"117","SGS",-4.53400592380287,1.12257427978088,-1.38159900187566,2.1671980448744,-1.00515968370697,-0.248277955102634,"SGS","#FDB35A","#70449D",0.3291,"D"
"118","SGS",-2.07291380532848,1.27967271523571,-1.0683510906323,1.97238108414522,-0.225857721186416,0.516865698641251,"SGS","#FDB35A","#70449D",0.3291,"D"
"119","SGS",-1.94007873248622,1.84209979249163,0.532082569350089,0.612139200646918,-2.87832712287668,2.1400540299371,"SGS","#FDB35A","#70449D",0.3291,"D"
"120","SGS",-5.23941793689092,0.594706442858788,0.266097280325838,2.99505985008449,-2.74659091666274,1.66319006698251,"SGS","#FDB35A","#70449D",0.3291,"D"
"121","SGS",-4.07612823630489,1.50222473558184,0.809580540688924,1.88319449563171,-2.95727314248949,-0.00667274656205667,"SGS","#FDB35A","#70449D",0.3291,"D"
"122","SGS",-1.18654187474558,1.46491717652027,0.558843610893929,-0.966418884175261,0.40436308078583,-0.735242679566231,"SGS","#FDB35A","#70449D",0.3291,"D"
"123","SGS",-3.99096447182124,1.44008144567102,-0.705691212528541,1.92099596401653,-3.33220014552099,1.50551194176635,"SGS","#FDB35A","#70449D",0.3291,"D"
"124","SGS",-2.29350340131158,1.12189146223385,0.295907625758226,-0.119218139395214,-1.30727000529456,-0.463489401663654,"SGS","#FDB35A","#70449D",0.3291,"D"
"125","SGS",-3.13783241012164,2.02844440556371,0.36621319679093,0.837035176350975,-2.94790040524679,0.0695013260350603,"SGS","#FDB35A","#70449D",0.3291,"D"
"126","SGS",-0.778961479092738,0.94470114513315,-0.120999942319921,-0.155841148720397,-0.0171689044765102,0.219721938217165,"SGS","#FDB35A","#70449D",0.3291,"D"
"127","SGS",-1.97950249843953,1.76602285491199,-0.526849730417284,0.447565869660493,-0.889909902982674,1.2753561910067,"SGS","#FDB35A","#70449D",0.3291,"D"
