"","pop","LD1","LD2","LD3","LD4","LD5","LD6","LD7","LD8","LD9","LD10","LD11","LD12","LD13","LD14","LD15","LD16","abbv","col","orig","annual_AI_CGIAR","legend.order"
"1","Andrus",-0.603076671320364,-0.114582085561339,-0.590494609810507,-0.866515076276723,0.513407829781861,1.90036012500314,-0.564142071043939,-0.515526781129393,-0.459570935682625,-0.416392322120828,-0.700307524017144,-0.474113896518359,-0.432993311267805,0.047511999002638,-0.247404852165982,-0.763536484019041,"A","#859D59","#A6CEE3",0.3418,"E"
"2","Andrus",-0.881283377827917,1.13576914605029,0.320454441328353,0.421698931697407,-0.780520902300083,-0.499987746465002,-0.227009070598874,0.317408069423252,0.120208363308749,-0.581294426084022,-0.344612238776667,0.323232556444792,-0.226560397720349,0.799068803812167,0.686391562353111,0.303932608260422,"A","#859D59","#A6CEE3",0.3418,"E"
"3","Andrus",-0.375807713317272,-0.375749054596331,0.095592203564702,0.189272401115485,0.0414858578936772,-0.857258046732107,-1.11250991790704,0.350874685248236,0.311726335295424,-2.04603411881315,-0.544755818249781,0.0544532600388867,-1.62063503863805,1.42706624520352,-0.32626255810539,-0.782446488157916,"A","#859D59","#A6CEE3",0.3418,"E"
"4","Andrus",-1.92214309927955,-0.539312347402617,0.374325650460794,-0.752823453555891,0.0497440719142952,0.466474340857452,0.865496348517683,1.76245181602352,0.579080787334304,-1.97974571993461,0.175039697678832,0.142931935607136,0.388721606705454,-0.30975926135986,-0.185582854279247,0.516324716089103,"A","#859D59","#A6CEE3",0.3418,"E"
"5","Andrus",-2.31111213338678,0.161767765491577,0.885477256552914,-1.43215837791744,-0.761679492780951,-0.179413215327445,-0.57141410122986,-0.0751866543405295,1.43536105598353,-2.99268458435222,-3.64974596549682,-3.09748893200389,2.37796890399671,1.66670239203129,1.94452071015467,-0.952199680664531,"A","#859D59","#A6CEE3",0.3418,"E"
"6","Andrus",-2.0618080358993,-0.0149044375190709,-1.80438607692439,-1.41356836997055,0.684425784918393,1.12072414619369,-1.14623481370674,-0.468517780258611,0.0461620588259862,-1.73042212003786,-1.16357996406095,-1.51446802109689,-0.745345809351254,0.249542878509566,-0.966961422191566,0.183302341924544,"A","#859D59","#A6CEE3",0.3418,"E"
"7","Andrus",-1.74551369236481,0.195490563155254,-0.981946091529839,-1.91651064956449,1.62546210054372,-0.907014344947045,-0.595165957679585,0.96648069224363,0.770785462014874,-2.8225308421403,-1.17456805167168,-2.02534352828797,3.06617709772967,-0.270835030978807,-0.132604829535442,0.921035105677111,"A","#859D59","#A6CEE3",0.3418,"E"
"8","Andrus",-2.72896348589194,-0.474154360778063,-0.0408096771784465,-0.340945773070025,0.566475712260746,0.154946092914646,-0.914398406461872,0.0138304988073804,1.42084079973807,-2.3260794117677,-2.21179518791182,-1.59119134642542,-1.36059614550796,3.0904382771378,-1.40770683423327,0.214455212481989,"A","#859D59","#A6CEE3",0.3418,"E"
"9","Andrus",-1.83139999883728,0.177688836281906,-0.314857518908049,0.264973529425146,0.363053019499137,0.130326386975867,0.430937166696653,0.950480025643922,2.00295108218953,-0.513081101981049,0.0185615204688171,-0.752141371646097,0.913138162605697,-0.359811956059704,0.818112190308924,-0.592140200879426,"A","#859D59","#A6CEE3",0.3418,"E"
"10","Andrus",-0.686154609026792,1.03958207584305,-0.621432450919927,-0.349585648810249,0.202906317875522,-1.2127679629235,-2.01028207218152,1.4714839267768,1.57298207230306,0.183749257928142,-1.11270230329155,-0.305500012378764,0.780844748466316,2.06628647862106,1.49083996811767,-1.41437897772456,"A","#859D59","#A6CEE3",0.3418,"E"
"11","Andrus",-2.76951750981426,-0.608776736693118,0.607609350299815,-0.230586151454406,-0.536111883149107,0.438931976888178,1.3024725662412,1.19519157077348,1.81402196542721,-2.17701131662115,-3.29030348733005,-2.79986000425025,0.169500323207336,0.145647134870234,-2.60010159561964,-1.55590276937691,"A","#859D59","#A6CEE3",0.3418,"E"
"12","Andrus",-0.887193432176931,1.72723971624167,0.261308973096904,-2.25860560377068,1.34092103792996,-0.611822399106875,-1.32164187201098,1.66354121855516,0.395280767241508,-4.10204846427653,-3.12647355196786,-4.19855875146365,1.43442837381935,1.8997168995684,0.362122927418359,0.129851973209854,"A","#859D59","#A6CEE3",0.3418,"E"
"13","Andrus",-2.32121080878384,-0.43281136911563,0.415692623723727,-0.448822614106344,0.531602704385621,-0.743397973755275,-1.97430009454343,0.141768588005108,-0.344235439565224,-1.45295818758416,-1.39682428310932,-1.53527065822566,-0.145005709895574,-1.45934774808739,-1.39731166517396,-0.757041459863198,"A","#859D59","#A6CEE3",0.3418,"E"
"14","Andrus",-1.02460528995329,1.14844011345828,1.23681135685174,-1.89403509872545,-1.72615358696913,0.113113529691208,0.333862739795941,-0.621694063313213,-0.547172718063541,-0.303462567032394,-1.10675154549433,-0.654449402858899,1.03951179177773,-0.306920643397362,1.89075027679336,1.8179801482757,"A","#859D59","#A6CEE3",0.3418,"E"
"15","Andrus",-3.78924165394181,0.431170799468757,1.16969944039054,-2.83673971554347,-0.170548080520671,0.312765829423202,0.00659018306806394,0.876632968416165,1.30045292842707,-3.12130807393805,-1.31238822752364,-2.08073108592357,-0.0633940086117389,0.59177690586287,-0.476325059927463,-0.547738247142792,"A","#859D59","#A6CEE3",0.3418,"E"
"16","Andrus",-1.52925315885146,1.82470184558044,0.744132967484434,1.3795954765563,0.217935312082023,-0.328621290049915,0.441495166637835,0.367820386991312,2.72793482613063,-2.0118515986529,-2.48911827363293,-1.72706424005845,1.03280519042492,-0.261527994727092,0.444147455824459,-0.978199677103588,"A","#859D59","#A6CEE3",0.3418,"E"
"17","Andrus",-1.79651394865357,0.582008838455081,0.800458136482188,-0.748563139931569,-0.716645992166073,0.0750836497381073,-0.331912682020502,1.63029410187795,0.23134298271043,-3.98758275087423,-3.21596200022679,-3.60520826446637,1.86443329537785,3.68894612796261,1.71482872952733,-1.6434926564526,"A","#859D59","#A6CEE3",0.3418,"E"
"18","Beech Trail",-1.95123070772618,1.54484676550092,1.43718603554153,0.28187341107317,-1.03028165203396,0.577901247645404,1.26032158106576,-0.418364226409027,-0.165759799390004,0.164116756917869,-0.165908453012045,0.809579397998052,-1.13713012404777,0.0096090011369924,0.560694085626455,0.611423210948003,"BT","#6BAD9E","#4992C2",0.3596,"I"
