"","x"
"SGS",0.821428571428571
"Andrus",0.823529411764706
"Buffalo Gap",0.9375
"Beech Trail",0.882352941176471
"Cibola",0.941176470588235
"Comanche",0.882352941176471
"Cedar Point",0.8125
"Davidson Mesa",0.941176470588235
"Heil Valley",0.866666666666667
"Kelsall",0.615384615384615
"Konza",0.75
"Rock Creek",0.866666666666667
"Rabbit Mountain",0.866666666666667
"Sevilleta",1
"Steele",0.8
"Wonderland",0.75
"Walker Ranch",0.9375
