sample	pop	ind	trt	lab	date	pre	mid	time	region	note	remove
SGS2	SGS	2	nd	y	1121	-1	-1.75	drydown	ShortgrassSteppe	na	NO
SGS5	SGS	5	nd	y	1121	-4.63	-3.67	drydown	ShortgrassSteppe	na	YES
SGS5	SGS	5	d	y	1121	-2.4	-3.33	drydown	ShortgrassSteppe	na	YES
SGS8	SGS	8	d	y	1121	-3.24	-7.25	drydown	ShortgrassSteppe	na	YES
SGS8	SGS	8	nd	y	1121	-4.75	-4.6	drydown	ShortgrassSteppe	na	YES
SGS9	SGS	9	d	y	1121	-6.65	-5.15	drydown	ShortgrassSteppe	na	YES
SGS9	SGS	9	nd	y	1121	-5.2	-3.5	drydown	ShortgrassSteppe	na	YES
SGS10	SGS	10	d	y	1121	-4.6	-6.86	drydown	ShortgrassSteppe	na	YES
SGS10	SGS	10	nd	y	1121	-2.16	-3.05	drydown	ShortgrassSteppe	na	YES
SGS14	SGS	14	nd	y	1121	-1.13	-2	drydown	ShortgrassSteppe	na	NO
SGS14	SGS	14	d	y	1121	-0.38	-0.83	drydown	ShortgrassSteppe	na	YES
SGS16	SGS	16	d	y	1121	-4.46	-3.3	drydown	ShortgrassSteppe	na	YES
SGS16	SGS	16	nd	y	1121	-0.54	-2.15	drydown	ShortgrassSteppe	na	NO
st3	ST	3	nd	y	902	-0.2	-1.2	expt	Boulder	na	NO
st3	ST	3	d	n	902	-0.4	-1	expt	Boulder	na	YES
st4	ST	4	nd	y	902	-1.05	-2	expt	Boulder	na	NO
st4	ST	4	d	n	902	-0.4	-1.8	expt	Boulder	na	NO
st7	ST	7	d	n	902	-1.5	-2.6	expt	Boulder	na	NO
st7	ST	7	nd	y	902	-0.25	-1.5	expt	Boulder	na	NO
st9	ST	9	nd	y	902	-0.2	-1.1	expt	Boulder	na	NO
st13	ST	13	d	y	902	-0.35	-1.47	expt	Boulder	na	NO
st14	ST	14	d	n	902	-3.45	-3.3	expt	Boulder	na	YES
st14	ST	14	nd	y	902	-0.15	-2	expt	Boulder	na	NO
st16	ST	16	d	n	902	-2.05	-5	expt	Boulder	na	YES
st16	ST	16	nd	y	902	-0.2	-1.45	expt	Boulder	na	NO
st1	ST	1	nd	y	907	-1	-1.58	expt	Boulder	na	YES
st1	ST	1	d	y	907	-0.65	-1.5	expt	Boulder	na	NO
st6	ST	6	d	y	907	NaN	-1.35	expt	Boulder	na	YES
st6	ST	6	nd	y	907	-0.25	-1	expt	Boulder	na	YES
st14	ST	14	d	y	919	-0.25	-2.7	expt	Boulder	na	YES
st14	ST	14	nd	y	919	-0.25	-2.15	expt	Boulder	na	NO
st16	ST	16	d	y	919	-0.2	-2.2	expt	Boulder	na	NO
st16	ST	16	nd	y	919	-0.25	-2	expt	Boulder	na	NO
ST2	ST	2	nd	y	1026	-0.7	-2.25	drydown	Boulder	na	NO
ST2	ST	2	d	y	1026	-0.65	-2.25	drydown	Boulder	na	NO
ST3	ST	3	d	y	1026	-6.5	-6.5	drydown	Boulder	maxed_out	YES
ST3	ST	3	nd	y	1026	-5.3	-5.4	drydown	Boulder	na	YES
ST6	ST	6	nd	Y	1026	-6.5	-4.15	drydown	Boulder	na	YES
ST6	ST	6	d	y	1026	-1.5	-1.65	drydown	Boulder	na	YES
ST7	ST	7	nd	y	1026	-6.5	-6.5	drydown	Boulder	maxed_out	YES
ST7	ST	7	d	y	1026	-6.5	-4.3	drydown	Boulder	na	YES
ST8	ST	8	nd	y	1026	-6.5	-6.5	drydown	Boulder	maxed_out	YES
ST8	ST	8	d	y	1026	-5.85	-6	drydown	Boulder	na	YES
ST16	ST	16	d	y	1026	-6.5	-6.5	drydown	Boulder	maxed_out	YES
ST16	ST	16	nd	y	1026	-3.7	-4.2	drydown	Boulder	na	YES
ST17	ST	17	d	y	1026	-1.85	-2.45	drydown	Boulder	na	NO
ST17	ST	17	nd	y	1026	-0.6	-1	drydown	Boulder	na	YES
ST1	ST	1	nd	y	1101	-2.7	-2.9	drydown	Boulder	na	NO
ST9	ST	9	nd	y	1101	-4.4	-3.2	drydown	Boulder	na	YES
ST14	ST	14	nd	y	1101	-5.9	-3.95	drydown	Boulder	na	YES
ST15	ST	15	nd	y	1101	-4.4	-4.4	drydown	Boulder	leaf_torn	YES
ST1	ST	1	nd	y	1108	-1.3	-2.05	drydown	Boulder	na	NO
ST9	ST	9	nd	y	1108	-0.5	-1.55	drydown	Boulder	na	NO
ST14	ST	14	nd	y	1108	-1.9	-2.2	drydown	Boulder	na	NO
ST15	ST	15	nd	y	1108	-1.55	-2.4	drydown	Boulder	na	NO
w1	W	1	d	y	914	-0.62	-1.92	expt	Boulder	na	NO
w1	W	1	nd	y	914	-0.2	-0.76	expt	Boulder	na	NO
w3	W	3	d	y	914	-0.44	-1.82	expt	Boulder	na	NO
w3	W	3	nd	y	914	-0.33	-1.18	expt	Boulder	na	NO
w4	W	4	nd	y	914	-0.19	-1.84	expt	Boulder	na	YES
w4	W	4	d	y	914	-0.22	-1.48	expt	Boulder	na	NO
w6	W	6	d	y	914	-0.29	-2	expt	Boulder	leaf_torn	YES
w6	W	6	nd	y	914	-0.33	-1.3	expt	Boulder	na	NO
w7	W	7	d	y	914	-0.39	-1.84	expt	Boulder	na	NO
w7	W	7	nd	y	914	-0.22	-1.5	expt	Boulder	na	NO
w10	W	10	d	y	914	-0.51	-1.4	expt	Boulder	na	NO
w10	W	10	nd	y	914	-0.63	-0.56	expt	Boulder	na	YES
W1	W	1	nd	y	1109	-6.5	-2.95	drydown	Boulder	na	YES
W1	W	1	d	y	1109	-0.5	-1.6	drydown	Boulder	na	NO
W3	W	3	nd	y	1109	-5	-5.1	drydown	Boulder	na	YES
W3	W	3	d	y	1109	-4.5	-4.5	drydown	Boulder	na	YES
W6	W	6	nd	y	1109	-3.55	-7	drydown	Boulder	maxed_out	Yes
W6	W	6	d	y	1109	-1.5	-1.7	drydown	Boulder	na	NO
W9	W	9	nd	y	1109	-6.1	-6.1	drydown	Boulder	na	YES
W9	W	9	d	y	1109	-3.4	-2.15	drydown	Boulder	na	YES
W10	W	10	d	y	1109	-6.5	-5.7	drydown	Boulder	na	YES
W10	W	10	nd	y	1109	-4	-5.05	drydown	Boulder	na	YES
W12	W	12	d	y	1109	-6.5	-7	drydown	Boulder	maxed_out	YES
W12	W	12	nd	y	1109	-1.9	-2.9	drydown	Boulder	na	YES
W14	W	14	nd	y	1109	-4.95	-3.7	drydown	Boulder	na	YES
W14	W	14	d	y	1109	-0.35	-1.4	drydown	Boulder	na	NO
wr1	WR	1	nd	y	907	-0.4	-1.05	expt	Boulder	na	NO
wr1	WR	1	d	y	907	-0.55	-0.75	expt	Boulder	na	NO
wr6	WR	6	d	y	907	-0.35	-1.4	expt	Boulder	na	YES
wr6	WR	6	nd	y	907	-1.15	-1	expt	Boulder	na	YES
wr7	WR	7	d	y	907	-0.95	-1.2	expt	Boulder	na	NO
wr7	WR	7	nd	y	907	-0.3	-1.1	expt	Boulder	na	NO
wr9	WR	9	nd	y	907	-0.3	-1.3	expt	Boulder	na	YES
wr9	WR	9	d	y	907	-1.15	-1.15	expt	Boulder	na	NO
wr11	WR	11	nd	y	907	-0.55	-1.65	expt	Boulder	na	YES
wr11	WR	11	d	y	907	-0.6	-0.85	expt	Boulder	na	NO
wr12	WR	12	d	y	907	-0.9	-0.75	expt	Boulder	na	NO
wr12	WR	12	nd	y	907	-0.3	-0.6	expt	Boulder	na	NO
wr14	WR	14	nd	y	907	-1	-0.9	expt	Boulder	na	NO
wr14	WR	14	d	y	907	-0.85	-0.9	expt	Boulder	na	NO
wr17	WR	17	nd	y	907	-0.2	-1.5	expt	Boulder	na	YES
wr17	WR	17	d	y	907	-0.6	-0.9	expt	Boulder	na	NO
WR6	WR	6	d	y	1108	-6.5	-2.75	drydown	Boulder	maxed_out	YES
WR6	WR	6	nd	y	1108	-0.45	-1.4	drydown	Boulder	na	YES
WR7	WR	7	d	y	1108	-1.95	-3.3	drydown	Boulder	na	YES
WR7	WR	7	nd	y	1108	-1.95	-1.95	drydown	Boulder	na	YES
WR11	WR	11	d	y	1108	-2.2	-3.75	drydown	Boulder	maybe_bad_gasket	YES
WR11	WR	11	nd	y	1108	-2.2	-3.25	drydown	Boulder	maybe_bad_gasket	YES
WR12	WR	12	d	y	1108	-2	-2.25	drydown	Boulder	na	YES
WR12	WR	12	nd	y	1108	-1.95	-2	drydown	Boulder	na	YES
WR14	WR	14	d	y	1108	-3.55	-3.55	drydown	Boulder	na	YES
WR14	WR	14	nd	y	1108	-2	-2	drydown	Boulder	na	YES
WR16	WR	16	nd	y	1108	-6.5	-6.5	drydown	Boulder	maxed_out	YES
WR16	WR	16	d	y	1108	-5.9	-5.95	drydown	Boulder	na	YES
WR17	WR	17	nd	y	1108	-0.9	-2.4	drydown	Boulder	na	YES
WR17	WR	17	d	y	1108	-2.6	-2	drydown	Boulder	maybe_bad_gasket	YES
